62,0
62,227
70,13
70,227
69,13
69,911
67,49
67,455
65,25
65,227
64,13
64,113
62,7
62,113
63,7
63,911
62,49
62,455
61,25
61,227
62,13
62,113
64,7
64,113
62,7
62,911
64,49
64,455
65,25
65,227
57,13
57,227
67,13
67,911
65,49
65,227
64,13
64,227
62,0
62,227
70,13
70,227
69,13
69,911
67,49
67,455
65,25
65,227
64,13
64,113
62,7
62,113
63,7
63,911
62,49
62,455
61,25
61,227
62,13
62,113
64,7
64,113
62,7
62,911
64,49
64,455
65,25
65,227
57,13
57,227
67,13
67,911
65,49
65,227
64,13
64,227
62,0
62,227
70,13
70,227
69,13
69,911
67,49
67,455
65,25
65,227
64,13
64,113
62,7
62,113
63,7
63,911
62,49
62,455
61,25
61,227
62,13
62,113
64,7
64,113
62,7
62,911
64,49
64,455
65,25
65,227
57,13
57,227
67,13
67,911
65,49
65,227
64,13
64,227
62,0
62,227
70,13
70,227
69,13
69,911
67,49
67,455
65,25
65,227
64,13
64,113
62,7
62,113
63,7
63,911
62,49
62,455
61,25
61,227
62,13
62,113
64,7
64,113
62,7
62,911
64,49
64,455
65,25
65,227
57,13
57,227
67,13
67,911
65,49
65,227
64,13
64,227
62,0
62,227
70,13
70,227
69,13
69,911
67,49
67,455
65,25
65,227
64,13
64,113
62,7
62,113
63,7
63,911
62,49
62,455
61,25
61,227
62,13
62,113
64,7
64,113
62,7
62,911
64,49
64,455
65,25
65,227
57,13
57,227
67,13
67,911
65,49
65,227
64,13
64,227
62,0
62,227
70,13
70,227
69,13
69,911
67,49
67,455
65,25
65,227
64,13
64,113
62,7
62,113
63,7
63,911
62,49
62,455
61,25
61,227
62,13
62,113
64,7
64,113
62,7
62,911
64,49
64,455
65,25
65,227
57,13
57,227
67,13
67,911
65,49
65,227
64,13
64,227
62,0
62,227
70,13
70,227
69,13
69,911
67,49
67,455
65,25
65,227
64,13
64,113
62,7
62,113
63,7
63,911
62,49
62,455
61,25
61,227
62,13
62,113
64,7
64,113
62,7
62,911
64,49
64,455
65,25
65,227
57,13
57,227
67,13
67,911
65,49
65,227
64,13
64,227
62,0
62,227
70,13
70,227
69,13
69,911
67,49
67,455
65,25
65,227
64,13
64,113
62,7
62,113
63,7
63,911
62,49
62,455
61,25
61,227
62,13
62,113
64,7
64,113
62,7
62,911
64,49
64,455
65,25
65,227
57,13
57,227
67,13
67,911
65,49
65,227
64,13
64,227
62,0
62,227
70,13
70,227
69,13
69,911
67,49
67,455
65,25
65,227
64,13
64,113
62,7
62,113
63,7
63,911
62,49
62,455
61,25
61,227
62,13
62,113
64,7
64,113
62,7
62,911
64,49
64,455
65,25
65,227
57,13
57,227
67,13
67,911
65,49
65,227
64,13
64,227
62,0
62,227
70,13
70,227
69,13
69,911
67,49
67,455
65,25
65,227
64,13
64,113
62,7
62,113
63,7
63,911
62,49
62,455
61,25
61,227
62,13
62,113
64,7
64,113
62,7
62,911
64,49
64,455
65,25
65,227
57,13
57,227
67,13
67,911
65,49
65,227
64,13
64,227
62,0
62,227
70,13
70,227
69,13
69,911
67,49
67,455
65,25
65,227
64,13
64,113
62,7
62,113
63,7
63,911
62,49
62,455
61,25
61,227
62,13
62,113
64,7
64,113
62,7
62,911
64,49
64,455
65,25
65,227
57,13
57,227
67,13
67,911
65,49
65,227
64,13
64,227
62,0
62,227
70,13
70,227
69,13
69,911
67,49
67,455
65,25
65,227
64,13
64,113
62,7
62,113
63,7
63,911
62,49
62,455
61,25
61,227
62,13
62,113
64,7
64,113
62,7
62,911
64,49
64,455
